village,adjmatrix_key,pid,hhid,resp_id,resp_gend,resp_status,age,religion,caste,subcaste,mothertongue,speakother,kannada,tamil,telugu,hindi,urdu,english,otherlang,educ,villagenative,native_name,native_type,native_taluk,native_district,res_time_yrs,res_time_mths,movereason,movecontact,movecontact_res,movecontact_hhid,movecontact_pid,movecontact_name,workflag,work_freq,work_freq_type,occupation,privategovt,work_outside,work_outside_freq,shgparticipate,shg_no,savings,savings_no,electioncard,rationcard,rationcard_colour
59,1269,5925703,59257,3,1,Other,30,HINDUISM,OBC,VOKKALIGA,TELUGU,Yes,Yes,No,No,No,No,No,,4TH STANDARD,Yes,,,,,,,,,,,,,No,,,,,,,No,,No,,Yes,Yes,GREEN
59,1270,5925704,59257,4,2,Other,20,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,Yes,No,No,No,,7TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,CHIKKABALLAPURA,4.0,0.0,MARRIAGE,,,,,,No,,,,,,,No,,No,,No,No,
59,1279,5926001,59260,1,1,Head of Household,45,HINDUISM,OBC,VOKKALIGA,TELUGU,Yes,Yes,No,No,No,No,No,,4TH STANDARD,Yes,,,,,,,,,,,,,Yes,7.0,DAYS PER WEEK,AGRICULTURIST,OWN,Yes,0.0,No,,Yes,1.0,Yes,Yes,YELLOW
59,1280,5926002,59260,2,2,Spouse of Head of Household,35,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,Yes,No,No,No,,5TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,CHIKKABALLAPURA,16.0,0.0,MARRIAGE,,,,,,Yes,4.0,DAYS PER WEEK,AGRICULTURE,OWN,No,,Yes,1.0,Yes,1.0,Yes,Yes,YELLOW
59,1290,5926301,59263,1,1,Head of Household,35,HINDUISM,GENERAL,BHRAMINA,TELUGU,Yes,Yes,Yes,No,No,No,Yes,,S.S.L.C.,Yes,,,,,,,,,,,,,Yes,7.0,DAYS PER WEEK,AUTO DRIVER,PRIVATE BUSINESS,Yes,0.0,No,,Yes,1.0,Yes,Yes,BLUE
59,1291,5926302,59263,2,2,Spouse of Head of Household,27,HINDUISM,GENERAL,VAISHNAVA,TELUGU,Yes,Yes,Yes,No,No,No,No,,S.S.L.C.,No,data has been removed for publication,VILLAGE,data has been removed for publication,CHIKKABALLAPURA,8.0,0.0,MARRIAGE,,,,,,No,,,,,,,No,,No,,Yes,No,
59,1298,5926401,59264,1,1,Head of Household,30,HINDUISM,OBC,DHOBI,KANNADA,Yes,No,Yes,Yes,Yes,Yes,No,,9TH STANDARD,Yes,,,,,,,,,,,,,Yes,6.0,DAYS PER WEEK,CAR DRIVER,OWNER,Yes,0.0,No,,Yes,1.0,Yes,Yes,BLUE
59,1299,5926402,59264,2,2,Spouse of Head of Household,24,HINDUISM,OBC,DHOBI,TELUGU,Yes,Yes,No,No,No,No,No,,S.S.L.C.,No,data has been removed for publication,CITY,,KOLAR,3.0,0.0,MARRIAGE,,,,,,No,,,,,,,No,,No,,No,No,
59,1301,5926404,59264,4,2,Other,50,HINDUISM,OBC,DHOBI,KANNADA,Yes,No,No,Yes,No,No,No,,7TH STANDARD,Yes,,,,,,,,,,,,,No,,,,,,,Yes,1.0,Yes,1.0,Yes,Yes,BLUE
59,1303,5926501,59265,1,1,Head of Household,60,HINDUISM,OBC,VOKKALIGA,TELUGU,Yes,Yes,No,No,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,BANGALORE,35.0,0.0,MARRIAGE,,,,,,No,,,,,,,No,,No,,Yes,Yes,BLUE
59,1304,5926502,59265,2,2,Spouse of Head of Household,50,HINDUISM,OBC,VOKKALIGA,TELUGU,Yes,Yes,No,No,No,No,No,,NONE,Yes,,,,,,,,,,,,,No,,,,,,,No,,No,,Yes,Yes,BLUE
59,1305,5926503,59265,3,1,Other,35,HINDUISM,OBC,VOKKALIGA,TELUGU,Yes,Yes,No,No,No,No,No,,8TH STANDARD,Yes,,,,,,,,,,,,,Yes,4.0,DAYS PER WEEK,AGRICULTURE,OWN LAND,No,,No,,No,,Missing,Yes,GREEN
59,1306,5926504,59265,4,2,Other,30,HINDUISM,OBC,VOKKALIGA,TELUGU,Yes,Yes,No,No,No,No,No,,7TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,CHIKKABALLAPURA,8.0,0.0,MARRIAGE,,,,,,Yes,7.0,DAYS PER WEEK,AGRICULTURE,OWN LAND,No,,Yes,1.0,Yes,1.0,Yes,Yes,GREEN
59,1309,5926507,59265,7,1,Other,30,HINDUISM,OBC,VOKKALIGA,TELUGU,Yes,No,No,Yes,No,No,No,,NONE,Yes,,,,,,,,,,,,,Yes,7.0,DAYS PER WEEK,AGRICULTURIST,OWN LAND,No,,No,,No,,No,Yes,BLUE
59,1310,5926508,59265,8,2,Other,25,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,Yes,No,No,No,,7TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,BANGALORE,7.0,0.0,MARRIAGE,,,,,,Yes,6.0,DAYS PER WEEK,AGRICULTURE,OWN LAND,No,,No,,No,,No,Yes,BLUE
59,1313,5926511,59265,11,1,Other,22,HINDUISM,OBC,VOKKALIGA,TELUGU,Yes,Yes,No,No,No,No,No,,S.S.L.C.,Yes,,,,,,,,,,,,,Yes,6.0,DAYS PER WEEK,AGRICULTURE,OWN LAND,No,,No,,No,,Yes,Yes,BLUE
59,1314,5926512,59265,12,2,Other,20,HINDUISM,OBC,VOKKALIGA,TELUGU,Yes,Yes,No,No,No,No,No,,9TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,CHIKKABALLAPURA,0.0,10.0,MARRIAGE,,,,,,Yes,2.0,DAYS PER WEEK,AGRICULTURIST,OWN,No,,No,,No,,No,No,
59,1315,5926601,59266,1,1,Head of Household,60,HINDUISM,GENERAL,BHARAMNI,KANNADA,Yes,No,No,Yes,No,No,No,,S.S.L.C.,Yes,,,,,,,,,,,,,No,,,,,,,Yes,1.0,Yes,2.0,Yes,Yes,BLUE
59,1316,5926602,59266,2,2,Spouse of Head of Household,40,HINDUISM,GENERAL,BHARAMINS,KANNADA,Yes,No,No,Yes,No,No,No,,S.S.L.C.,No,data has been removed for publication,VILLAGE,data has been removed for publication,CHIKKABALLAPURA,21.0,0.0,MARRIAGE,,,,,,Yes,6.0,DAYS PER WEEK,ANGANWADI TEACHER,GOVERNMENT,No,,Yes,1.0,Yes,1.0,Yes,Yes,BLUE
59,1317,5926603,59266,3,2,Other,19,HINDUISM,GENERAL,BHARAMINS,KANNADA,Yes,No,No,Yes,No,No,No,,DEGREE OR ABOVE,Yes,,,,,,,,,,,,,No,,,,,,,Yes,1.0,Yes,1.0,No,Yes,BLUE
59,1348,5927301,59273,1,1,Head of Household,50,HINDUISM,SCHEDULED TRIBE,NAIK,TELUGU,Yes,Yes,No,No,Yes,No,No,,4TH STANDARD,Yes,,,,,,,,,,,,,Yes,3.0,DAYS PER WEEK,CONSTRUCTION WORKER,OWNER,Yes,0.0,No,,No,,Yes,Yes,GREEN
59,1349,5927302,59273,2,2,Spouse of Head of Household,40,HINDUISM,SCHEDULED TRIBE,NAYAKA,TELUGU,No,No,No,No,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,30.0,,MARRIAGE,,,,,,No,,,,,,,No,,No,,Yes,Yes,YELLOW
59,1350,5927303,59273,3,1,Other,24,HINDUISM,SCHEDULED TRIBE,NAIK,TELUGU,Yes,Yes,No,No,Yes,No,No,,6TH STANDARD,Yes,,,,,,,,,,,,,Yes,4.0,DAYS PER WEEK,HOSPITAL ATTENDER,PRIVATE HOSPITAL,Yes,0.0,No,,No,,Yes,No,
59,1351,5927304,59273,4,2,Other,17,HINDUISM,SCHEDULED TRIBE,NAYAKA,TELUGU,Yes,Yes,No,No,No,No,No,,9TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,CHIKKABALLAPURA,1.0,,MARRIAGE,,,,,,No,,,,,,,No,,No,,No,No,
59,1354,5927307,59273,7,2,Other,26,HINDUISM,SCHEDULED TRIBE,NAYAKA,TELUGU,Yes,Yes,No,No,No,No,No,,7TH STANDARD,Yes,,,,,,,,,,,,,Yes,6.0,DAYS PER WEEK,ATTENDER,HOSPITAL OWNER,Yes,0.0,No,,No,,No,Yes,GREEN
59,1356,5927401,59274,1,1,Head of Household,29,HINDUISM,SCHEDULED CASTE,KORACH,KANNADA,Yes,No,No,Yes,No,No,No,,9TH STANDARD,Yes,,,,,,,,,,,,,Yes,6.0,DAYS PER WEEK,AGRICULTURIST,OWN,No,,No,,Yes,1.0,Yes,Yes,YELLOW
59,1357,5927402,59274,2,2,Spouse of Head of Household,24,HINDUISM,SCHEDULED CASTE,KARCHI,KANNADA,Yes,No,No,Yes,No,No,No,,S.S.L.C.,No,data has been removed for publication,VILLAGE,data has been removed for publication,CHIKKABALLAPURA,7.0,0.0,MARRIAGE,,,,,,No,,,,,,,Yes,1.0,Yes,1.0,Yes,Yes,BLUE
59,1361,5927501,59275,1,1,Head of Household,65,HINDUISM,SCHEDULED CASTE,KORACHA,KANNADA,Yes,No,No,Yes,No,No,No,,S.S.L.C.,Yes,,,,,,,,,,,,,No,,,,,,,No,,Yes,1.0,Yes,Yes,BLUE
59,1362,5927502,59275,2,2,Spouse of Head of Household,54,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,KANNADA,Yes,No,No,Yes,No,No,No,,S.S.L.C.,Yes,,,,,,,,,,,,,No,,,,,,,Yes,1.0,Yes,1.0,Yes,Yes,BLUE
59,1363,5927503,59275,3,1,Other,30,HINDUISM,SCHEDULED CASTE,KORACH,KANNADA,Yes,No,No,Yes,No,No,No,,9TH STANDARD,Yes,,,,,,,,,,,,,Yes,6.0,DAYS PER WEEK,AUTO DRIVER,OWN,Yes,0.0,No,,No,,Yes,No,
59,1377,5928001,59280,1,1,Head of Household,51,HINDUISM,GENERAL,SMARTHAS,KANNADA,Yes,No,No,Yes,No,No,No,MARATHI,S.S.L.C.,Yes,,,,,,,,,,,,,Yes,5.0,DAYS PER WEEK,AGRICULTURIST,OWN,No,,No,,No,,Yes,Yes,BLUE
59,1378,5928002,59280,2,2,Spouse of Head of Household,45,HINDUISM,GENERAL,SMARTHARU,KANNADA,Yes,No,No,Yes,No,No,No,MARATHI,8TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,CHIKKABALLAPURA,25.0,0.0,MARRIAGE,,,,,,No,,,,,,,No,,No,,Yes,No,
59,1380,5928101,59281,1,1,Head of Household,60,HINDUISM,GENERAL,BRAHMIN,KANNADA,Yes,No,No,Yes,No,No,Yes,MARATHI,2ND P.U.C.,Yes,,,,,,,,,,,,,Yes,6.0,DAYS PER WEEK,DOCUMENTOR,OWN,Yes,0.0,No,,Yes,1.0,Yes,Yes,BLUE
59,1381,5928102,59281,2,2,Spouse of Head of Household,43,HINDUISM,GENERAL,SMARTHARU,KANNADA,Yes,No,No,Yes,No,No,No,MARATHI,9TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,BANGALORE RURAL,25.0,0.0,MARRIAGE,,,,,,No,,,,,,,Yes,1.0,Yes,1.0,Yes,No,
59,1384,5928201,59282,1,2,Spouse of Head of Household,35,HINDUISM,OBC,BALAJIGA,KANNADA,Yes,No,No,Yes,No,No,Yes,,OTHER DIPLOMA,Yes,,,,,,,,,,,,,No,,,,,,,No,,No,,Yes,Yes,BLUE
59,1385,5928202,59282,2,2,Other,15,HINDUISM,OBC,BALAJIGA,KANNADA,Yes,No,No,Yes,No,No,No,,1ST P.U.C.,Yes,,,,,,,,,,,,,No,,,,,,,No,,No,,Yes,Yes,YELLOW
59,1386,5928301,59283,1,1,Head of Household,38,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,Yes,No,No,No,,9TH STANDARD,Yes,,,,,,,,,,,,,No,,,,,,,No,,No,,Yes,Yes,BLUE
59,1387,5928302,59283,2,2,Spouse of Head of Household,32,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,Yes,No,No,No,,9TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,CHIKKABALLAPURA,15.0,0.0,MARRIAGE,,,,,,No,,,,,,,No,,No,,Yes,Yes,RED
59,1400,5928701,59287,1,1,Head of Household,34,HINDUISM,OBC,BALAJIGA,TELUGU,Yes,Yes,No,No,No,No,No,,1ST P.U.C.,Yes,,,,,,,,,,,,,Yes,3.0,DAYS PER WEEK,AGRICULTURE LABOUR,LAND LORD,Yes,0.0,No,,No,,Yes,Yes,YELLOW
59,1401,5928702,59287,2,2,Spouse of Head of Household,24,HINDUISM,OBC,BALAJIGA,TELUGU,Yes,Yes,No,No,No,No,No,,9TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,CHIKKABALLAPURA,3.0,0.0,MARRIAGE,,,,,,No,,,,,,,No,,No,,Yes,Yes,YELLOW
59,1413,5929201,59292,1,1,Head of Household,62,ISLAM,OBC,SHEIK,URDU,Yes,Yes,No,Yes,No,No,No,,4TH STANDARD,Yes,,,,,,,,,,,,,No,,,,,,,No,,No,,Yes,Yes,YELLOW
59,1414,5929202,59292,2,2,Spouse of Head of Household,52,ISLAM,OBC,SHEIK,URDU,Yes,No,No,Yes,No,No,No,,NONE,No,data has been removed for publication,TOWN,data has been removed for publication,BANGALORE RURAL,30.0,0.0,MARRIAGE,,,,,,No,,,,,,,No,,No,,Yes,Yes,YELLOW
59,1415,5929203,59292,3,1,Other,28,ISLAM,OBC,SHEIK,URDU,Yes,Yes,No,Yes,No,No,No,,NONE,Yes,,,,,,,,,,,,,Yes,5.0,DAYS PER WEEK,AGRICULTURE LABOUR,LAND LORD,Yes,0.0,No,,No,,Yes,Yes,YELLOW
59,1416,5929204,59292,4,2,Other,21,ISLAM,OBC,SHEIK,URDU,Yes,No,No,Yes,No,No,No,,6TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,CHIKKABALLAPURA,4.0,0.0,MARRIAGE,,,,,,No,,,,,,,No,,No,,Yes,Yes,WHITE
59,1419,5929301,59293,1,1,Head of Household,35,ISLAM,OBC,SHEIK,URDU,Yes,Yes,No,Yes,No,No,No,,NONE,Yes,,,,,,,,,,,,,Yes,5.0,DAYS PER WEEK,AGRICULTURE LABOUR,LAND LORD,Yes,0.0,No,,No,,Yes,Yes,YELLOW
59,1420,5929302,59293,2,2,Spouse of Head of Household,25,ISLAM,OBC,SHEIK,URDU,Yes,Yes,No,Yes,No,No,No,,4TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,BANGALORE RURAL,10.0,0.0,MARRIAGE,,,,,,Yes,7.0,DAYS PER WEEK,AGRICULTURE LABOUR,LAND LORD,No,,No,,No,,Yes,Yes,YELLOW
59,1423,5929401,59294,1,1,Head of Household,68,HINDUISM,OBC,VOKKALIGA,TELUGU,Yes,Yes,No,No,No,No,No,,NONE,Yes,,,,,,,,,,,,,No,,,,,,,No,,No,,No,Yes,GREEN
59,1424,5929402,59294,2,2,Spouse of Head of Household,58,HINDUISM,OBC,VOKKALIGA,TELUGU,Yes,Yes,No,No,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,38.0,0.0,MARRIAGE,,,,,,No,,,,,,,No,,No,,Yes,Yes,YELLOW
59,1425,5929403,59294,3,1,Other,38,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,Yes,No,No,No,,7TH STANDARD,Yes,,,,,,,,,,,,,Yes,6.0,DAYS PER WEEK,LORRY DRIVER,OWNER,Yes,20.0,No,,No,,Yes,Yes,YELLOW
59,1426,5929404,59294,4,2,Spouse of Head of Household,35,HINDUISM,OBC,VOKKALIGA,TELUGU,Yes,Yes,No,No,No,No,No,,4TH STANDARD,Yes,,,,,,,,,,,,,No,,,,,,,No,,No,,Yes,Yes,GREEN
59,1431,5929601,59296,1,1,Head of Household,40,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,Yes,No,No,No,,9TH STANDARD,Yes,,,,,,,,,,,,,Yes,5.0,DAYS PER WEEK,AGRICULTURIST,OWN,No,,No,,No,,Yes,Yes,RED
59,1432,5929602,59296,2,2,Spouse of Head of Household,35,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,Yes,No,No,No,,3RD STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,CHIKKABALLAPURA,12.0,0.0,MARRIAGE,,,,,,No,,,,,,,No,,No,,Yes,No,
59,1442,5929801,59298,1,1,Head of Household,40,HINDUISM,SCHEDULED TRIBE,NAYAK,KANNADA,Yes,No,No,Yes,No,No,No,,7TH STANDARD,Yes,,,,,,,,,,,,,Yes,6.0,DAYS PER WEEK,GRAMA ASSISTANT,GOVERNMENT,No,,No,,Yes,1.0,Yes,Yes,YELLOW
59,1443,5929802,59298,2,2,Spouse of Head of Household,34,HINDUISM,SCHEDULED TRIBE,VALMIKI NAYAK,KANNADA,Yes,No,No,Yes,No,No,No,,5TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,CHIKKABALLAPURA,18.0,0.0,MARRIAGE,,,,,,No,,,,,,,No,,No,,Yes,Yes,BLUE
59,1457,5930101,59301,1,1,Head of Household,30,HINDUISM,GENERAL,LINGAYATH,KANNADA,Yes,No,No,Yes,No,No,No,,UNCOMPLETED DEGREE,Yes,,,,,,,,,,,,,Yes,6.0,DAYS PER WEEK,GRAMA PANCHAYATH SECRETARY,GOVERNMENT,Yes,0.0,No,,Yes,4.0,Yes,Yes,BLUE
59,1458,5930102,59301,2,2,Spouse of Head of Household,24,HINDUISM,GENERAL,LINGAYATH,KANNADA,Yes,No,No,Yes,No,No,No,,2ND P.U.C.,No,data has been removed for publication,TOWN,data has been removed for publication,CHIKKABALLAPURA,3.0,0.0,MARRIAGE,,,,,,No,,,,,,,No,,No,,Yes,Yes,BLUE
59,1467,5930301,59303,1,2,Head of Household,35,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,Yes,No,No,No,,9TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,CHIKKABALLAPURA,15.0,0.0,MARRIAGE,,,,,,Yes,7.0,DAYS PER WEEK,TAILORING,PRIVATE BUSINESS,No,,No,,No,,Missing,Yes,YELLOW
59,1469,5930401,59304,1,1,Head of Household,40,HINDUISM,OBC,BALAJIGA,KANNADA,Yes,No,No,Yes,No,No,No,,S.S.L.C.,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,20.0,0.0,WORK,Yes,Yes,59002.0,1.0,data has been removed for publication,Yes,5.0,DAYS PER WEEK,AGRICULTURIST,OWN LAND,No,,No,,Yes,1.0,Yes,Yes,YELLOW
59,1470,5930402,59304,2,2,Spouse of Head of Household,38,HINDUISM,OBC,BALAJIGA,KANNADA,Yes,No,No,Yes,No,No,No,,5TH STANDARD,No,data has been removed for publication,TOWN,data has been removed for publication,CHIKKABALLAPURA,20.0,0.0,MARRIAGE,,,,,,No,,,,,,,No,,Yes,1.0,Yes,Yes,YELLOW
59,1471,5930403,59304,3,2,Other,19,HINDUISM,OBC,BALAJIGA,KANNADA,Yes,No,No,Yes,No,No,No,,2ND P.U.C.,Yes,,,,,,,,,,,,,No,,,,,,,No,,No,,No,No,
59,1472,5930501,59305,1,1,Head of Household,55,HINDUISM,SCHEDULED CASTE,ADI DRAVIDA,KANNADA,Yes,No,No,Yes,No,No,No,,9TH STANDARD,Yes,,,,,,,,,,,,,No,,,,,,,No,,Yes,2.0,Yes,Yes,YELLOW
59,1473,5930502,59305,2,2,Spouse of Head of Household,45,HINDUISM,SCHEDULED CASTE,ADI DRAVIDA,KANNADA,Yes,No,No,Yes,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,CHIKKABALLAPURA,24.0,0.0,MARRIAGE,,,,,,No,,,,,,,No,,No,,Yes,Yes,YELLOW
59,1474,5930503,59305,3,1,Other,26,HINDUISM,SCHEDULED CASTE,ADI DRAVIDA,KANNADA,Yes,No,No,Yes,No,No,No,,9TH STANDARD,Yes,,,,,,,,,,,,,Yes,6.0,DAYS PER WEEK,AGRICULTURE LABOUR,LAND LORD,Yes,0.0,No,,No,,Yes,Yes,YELLOW
59,1480,5930601,59306,1,1,Head of Household,55,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,KANNADA,Yes,No,No,Yes,No,No,No,,NONE,Yes,,,,,,,,,,,,,No,,,,,,,No,,No,,Yes,Yes,YELLOW
59,1481,5930602,59306,2,2,Spouse of Head of Household,50,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,KANNADA,Yes,No,No,Yes,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,CHIKKABALLAPURA,35.0,0.0,MARRIAGE,,,,,,No,,,,,,,No,,No,,Yes,Yes,YELLOW
59,1484,5930701,59307,1,1,Head of Household,38,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,KANNADA,Yes,No,No,Yes,No,No,No,,NONE,Yes,,,,,,,,,,,,,Yes,6.0,DAYS PER WEEK,AGRICULTURE LABOUR,LAND LORD,Yes,0.0,No,,No,,Yes,Yes,GREEN
59,1485,5930702,59307,2,2,Spouse of Head of Household,30,HINDUISM,OBC,ADI KARNATAKA,KANNADA,No,No,No,No,No,No,No,,NONE,No,data has been removed for publication,TOWN,data has been removed for publication,KOLAR,13.0,0.0,MARRIAGE,,,,,,Yes,6.0,DAYS PER WEEK,AGRICULTURE LABOUR,LAND LORD,No,,No,,No,,No,Yes,YELLOW
59,1491,5930901,59309,1,1,Head of Household,42,HINDUISM,SCHEDULED CASTE,ADI DRAVIDA,KANNADA,Yes,No,No,Yes,No,No,No,,NONE,Yes,,,,,,,,,,,,,Yes,5.0,DAYS PER WEEK,AGRICULTURE LABOUR,LAND LORD,Yes,0.0,No,,No,,Yes,Yes,YELLOW
59,1492,5930902,59309,2,2,Spouse of Head of Household,38,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,KANNADA,Yes,No,No,Yes,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,CHIKKABALLAPURA,10.0,0.0,MARRIAGE,,,,,,No,,,,,,,No,,No,,Yes,Yes,YELLOW
59,1514,5931301,59313,1,1,Head of Household,60,HINDUISM,OBC,REDDY,TELUGU,No,No,No,No,No,No,No,,NONE,Yes,,,,,,,,,,,,,Yes,5.0,DAYS PER WEEK,AGRICULTURE LABOUR,LAND LORD,Yes,0.0,No,,No,,Yes,Yes,YELLOW
59,1515,5931302,59313,2,2,Spouse of Head of Household,50,HINDUISM,OBC,REDDY,TELUGU,Yes,Yes,No,No,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,35.0,0.0,MARRIAGE,,,,,,Yes,4.0,DAYS PER WEEK,AGRICULTURE LABOUR,LAND LORD,No,,No,,No,,Yes,Yes,YELLOW
59,1518,5931401,59314,1,1,Head of Household,35,ISLAM,OBC,SHEIK,URDU,Yes,Yes,No,Yes,No,No,No,,NONE,Yes,,,,,,,,,,,,,Yes,4.0,DAYS PER WEEK,AGRICULTURE LABOUR,LAND LORD,Yes,0.0,No,,No,,Yes,Yes,YELLOW
59,1519,5931402,59314,2,2,Spouse of Head of Household,32,ISLAM,OBC,SHEIK,URDU,Yes,No,No,Yes,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,CHIKKABALLAPURA,17.0,0.0,MARRIAGE,,,,,,No,,,,,,,No,,No,,Yes,Yes,YELLOW
59,1522,5931501,59315,1,1,Head of Household,59,ISLAM,OBC,SHEIK,URDU,Yes,Yes,No,Yes,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,CHIKKABALLAPURA,30.0,0.0,MARRIAGE,,,,,,Yes,7.0,DAYS PER WEEK,ANIMAL HUSBANDRY,OWN,No,,No,,No,,Yes,Yes,YELLOW
59,1523,5931502,59315,2,2,Spouse of Head of Household,50,ISLAM,OBC,SHEIK,URDU,Yes,No,No,Yes,No,No,No,,NONE,Yes,,,,,,,,,,,,,No,,,,,,,No,,No,,Yes,Yes,YELLOW
59,1529,5931702,59317,2,2,Spouse of Head of Household,39,HINDUISM,OBC,BALAJIGA,TELUGU,Yes,Yes,No,No,No,No,No,,5TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,-888,20.0,0.0,MARRIAGE,,,,,,No,,,,,,,No,,Yes,2.0,Yes,Yes,YELLOW
59,1559,5932301,59323,1,1,Head of Household,32,HINDUISM,OBC,VOKKALIGA,TELUGU,Yes,Yes,No,No,No,No,No,,7TH STANDARD,Yes,,,,,,,,,,,,,Yes,5.0,DAYS PER WEEK,PROVISION STORE HELPER,OWNER,Yes,0.0,No,,No,,Yes,Yes,YELLOW
59,1560,5932302,59323,2,2,Spouse of Head of Household,28,HINDUISM,OBC,VOKKALIGA,TELUGU,Yes,Yes,No,No,No,No,No,,7TH STANDARD,Yes,,,,,,,,,,,,,No,,,,,,,No,,No,,Yes,Yes,YELLOW
59,1569,5932501,59325,1,1,Head of Household,44,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,Yes,No,No,No,,9TH STANDARD,Yes,,,,,,,,,,,,,Yes,6.0,DAYS PER WEEK,AGRICULTURIST,OWN,No,,No,,Yes,1.0,Yes,Yes,BLUE
59,1570,5932502,59325,2,2,Spouse of Head of Household,38,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,Yes,No,No,No,,9TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,CHIKKABALLAPURA,18.0,0.0,MARRIAGE,,,,,,No,,,,,,,No,,No,,Yes,No,
59,1573,5932505,59325,5,1,Other,40,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,Yes,No,No,No,,UNCOMPLETED DEGREE,Yes,,,,,,,,,,,,,No,,,,,,,No,,No,,Yes,Yes,BLUE
59,1574,5932506,59325,6,2,Other,30,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,Yes,No,No,No,,7TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,CHIKKABALLAPURA,10.0,0.0,MARRIAGE,,,,,,No,,,,,,,No,,No,,Yes,Yes,BLUE
59,1581,5932601,59326,1,1,Head of Household,50,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,Yes,No,No,No,,1ST P.U.C.,Yes,,,,,,,,,,,,,Yes,6.0,DAYS PER WEEK,AGRICULTURIST,OWN,No,,No,,Yes,1.0,Yes,Yes,BLUE
59,1582,5932602,59326,2,2,Spouse of Head of Household,44,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,Yes,No,No,No,,7TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,CHIKKABALLAPURA,26.0,0.0,MARRIAGE,,,,,,No,,,,,,,No,,No,,Yes,Yes,BLUE
59,1584,5932604,59326,4,2,Spouse of Head of Household,20,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,Yes,No,No,No,,UNCOMPLETED DEGREE,Yes,,,,,,,,,,,,,No,,,,,,,No,,No,,No,Yes,BLUE
59,1586,5932702,59327,2,2,Spouse of Head of Household,48,HINDUISM,OBC,VOKKALIGA,TELUGU,Yes,Yes,No,No,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,CHIKKABALLAPURA,30.0,0.0,MARRIAGE,,,,,,No,,,,,,,No,,No,,Yes,Yes,BLUE
